_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
100.24158400	+10.03786500	100.241584	+10.037865	06405798+1002163	15.216	0.044	14.746	0.044	14.274	0.078	AAA	222	111	000	0	0
100.25034300	+10.02594200	100.250343	+10.025942	06410008+1001333	16.195	0.122	15.044	0.094	14.661	0.128	BAB	222	111	000	0	0
100.25253200	+10.03198400	100.252532	+10.031984	06410060+1001551	15.222	0.047	14.319	0.054	14.183	0.073	AAA	222	111	000	0	0
100.24943500	+10.05398700	100.249435	+10.053987	06405986+1003143	16.746		16.009	0.150	15.828		UCU	20	10	000	0	0
100.24471500	+10.05002900	100.244715	+10.050029	06405873+1003001	16.622	0.149	16.173	0.194	14.910		CCU	220	110	000	0	0
100.25746300	+10.05065000	100.257463	+10.050650	06410179+1003023	15.803	0.079	15.088	0.065	14.866	0.122	AAB	222	111	000	0	0
100.25155300	+10.04900100	100.251553	+10.049001	06410037+1002564	14.962	0.037	14.331	0.040	14.109	0.065	AAA	222	111	000	0	0
100.25273800	+10.03735300	100.252738	+10.037353	06410065+1002144	14.581	0.030	13.993	0.029	13.841	0.061	AAA	222	111	000	0	0
100.27309100	+10.04546000	100.273091	+10.045460	06410554+1002436	15.870	0.088	15.222	0.077	14.863	0.123	AAB	222	111	000	0	0
100.27068500	+10.05014400	100.270685	+10.050144	06410496+1003005	15.753	0.075	15.165	0.069	14.956	0.133	AAB	222	111	000	0	0
100.25870800	+10.05323400	100.258708	+10.053234	06410208+1003116	14.771	0.039	14.098	0.040	13.828	0.063	AAA	222	111	000	0	0
100.25228700	+10.05369500	100.252287	+10.053695	06410054+1003133	14.693	0.030	14.066	0.036	13.762	0.054	AAA	222	111	000	0	0
100.23043500	+10.05554000	100.230435	+10.055540	06405530+1003199	16.854	0.207	16.494	0.238	15.554	0.232	CDD	222	111	000	0	0
100.22639800	+10.05195900	100.226398	+10.051959	06405433+1003070	16.646	0.189	15.808	0.132	16.065		CBU	220	110	000	0	0
100.22152400	+10.05072200	100.221524	+10.050722	06405316+1003025	15.233	0.060	14.488	0.054	14.143	0.066	AAA	222	111	000	0	0
100.21854400	+10.05468100	100.218544	+10.054681	06405245+1003168	16.524	0.152	15.635	0.116	15.303	0.205	CBC	222	111	000	0	0
100.21409300	+10.05084400	100.214093	+10.050844	06405138+1003030	14.493	0.032	13.827	0.032	13.689	0.043	AAA	222	111	000	0	0
100.21072900	+10.03837400	100.210729	+10.038374	06405057+1002181	16.234	0.126	15.415	0.096	15.142	0.164	BAC	222	111	000	0	0
100.23484700	+10.05467300	100.234847	+10.054673	06405636+1003168	16.080	0.106	15.533	0.094	15.110	0.156	AAC	222	111	000	0	0
100.24372500	+10.05694300	100.243725	+10.056943	06405849+1003249	14.074	0.023	13.392	0.033	13.027	0.037	AAA	222	111	000	0	0
100.24226900	+10.05430400	100.242269	+10.054304	06405814+1003154	14.956	0.051	14.179	0.044	13.868	0.060	AAA	222	111	000	0	0
100.24013100	+10.05263700	100.240131	+10.052637	06405763+1003094	15.562	0.071	15.203	0.095	15.043	0.150	AAB	222	111	000	0	0
100.28198900	+10.04963400	100.281989	+10.049634	06410767+1002586	15.306	0.050	14.800	0.059	14.486	0.092	AAA	222	111	000	0	0
100.14486300	+10.00653700	100.144863	+10.006537	06403476+1000235	15.736	0.073	15.038	0.060	14.793	0.123	AAB	222	111	000	0	0
100.15877800	+10.02088900	100.158778	+10.020889	06403810+1001152	16.234	0.108	15.925	0.141	16.299		BBU	220	110	000	0	0
100.15400400	+10.01754500	100.154004	+10.017545	06403696+1001031	15.044	0.050	14.776	0.060	14.457	0.087	AAA	222	111	000	0	0
100.17543400	+10.03564600	100.175434	+10.035646	06404210+1002083	15.187	0.060	14.571	0.054	14.334	0.082	AAA	222	111	000	0	0
