_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
100.22087100	+09.88990600	100.220871	+09.889906	06405300+0953236	15.343	0.065	14.702	0.054	14.305	0.083	AAA	222	111	000	0	0
100.22860900	+09.88909800	100.228609	+09.889098	06405486+0953207	15.252	0.056	14.550	0.054	14.529	0.112	AAB	222	111	c00	0	0
100.22664300	+09.89144500	100.226643	+09.891445	06405439+0953292	15.494	0.053	14.841	0.052	14.658	0.093	AAA	222	111	c00	0	0
100.23293900	+09.89817300	100.232939	+09.898173	06405590+0953534	13.425	0.022	12.672	0.024	12.456	0.028	AAA	222	111	c00	0	0
100.21124500	+09.88909900	100.211245	+09.889099	06405069+0953207	16.580	0.161	15.753	0.128	15.129	0.162	CBC	222	111	cc0	0	0
100.19919300	+09.89868900	100.199193	+09.898689	06404780+0953552	11.682	0.023	11.102	0.023	10.726	0.025	AAA	222	111	000	0	0
100.20039500	+09.89426500	100.200395	+09.894265	06404809+0953393	13.497	0.026	12.899	0.027	12.726	0.031	AAA	222	111	000	0	0
100.20639800	+09.88972900	100.206398	+09.889729	06404953+0953230	10.918	0.023	10.861	0.024	10.780	0.024	AAA	222	111	000	0	0
100.20816400	+09.88629600	100.208164	+09.886296	06404995+0953106	17.344	0.373	16.135	0.174	15.343	0.202	DCC	222	111	ccc	0	0
100.23544600	+09.90289500	100.235446	+09.902895	06405650+0954104	10.783	0.022	10.306	0.024	10.206	0.025	AAA	222	111	000	0	0
100.23016400	+09.92050600	100.230164	+09.920506	06405523+0955138	15.051	0.044	14.455	0.045	14.275	0.073	AAA	222	111	000	0	0
100.23743900	+09.90550400	100.237439	+09.905504	06405698+0954198	14.506	0.036	13.941	0.035	13.590	0.049	AAA	222	111	c00	0	0
100.24528100	+09.90599300	100.245281	+09.905993	06405886+0954215	14.916	0.072	14.366	0.071	14.232	0.093	AAA	222	111	ccc	0	0
100.23950600	+09.91592900	100.239506	+09.915929	06405748+0954573	14.820	0.035	14.264	0.043	14.039	0.065	AAA	222	111	000	0	0
100.24727200	+09.92227600	100.247272	+09.922276	06405934+0955201	10.653	0.023	10.064	0.024	9.701	0.024	AAA	222	111	000	0	0
100.24666000	+09.90404000	100.246660	+09.904040	06405919+0954145	13.955	0.049	13.302	0.024	13.109	0.038	AAA	222	111	ccc	0	0
100.23975100	+09.92580100	100.239751	+09.925801	06405754+0955328	14.603	0.037	13.584	0.030	13.077	0.035	AAA	222	111	000	0	0
100.24251800	+09.92904300	100.242518	+09.929043	06405820+0955445	13.464	0.024	12.765	0.027	12.527	0.025	AAA	222	111	000	0	0
100.22254800	+09.91213600	100.222548	+09.912136	06405341+0954436	14.888	0.045	14.223	0.039	14.248	0.077	AAA	222	111	000	0	0
100.24172000	+09.89978700	100.241720	+09.899787	06405801+0953592	11.823		11.726	0.041	11.532	0.035	UAA	22	11	0cc	0	0
100.28757400	+09.91854400	100.287574	+09.918544	06410901+0955067	18.201		15.731	0.126	14.992	0.146	UBB	22	11	000	0	0
100.30178400	+09.91669700	100.301784	+09.916697	06411242+0955001	14.751	0.040	14.126	0.041	13.885	0.058	AAA	222	111	000	0	0
100.28404400	+09.90436100	100.284044	+09.904361	06410817+0954156	15.034	0.045	14.470	0.043	14.278	0.087	AAA	222	111	000	0	0
100.27368400	+09.90520200	100.273684	+09.905202	06410568+0954187	12.738	0.022	12.022	0.026	11.844	0.024	AAA	222	111	000	0	0
100.27673800	+09.90297400	100.276738	+09.902974	06410641+0954107	13.188	0.023	12.540	0.027	12.313	0.034	AAA	222	111	000	0	0
100.26903000	+09.91219100	100.269030	+09.912191	06410456+0954438	9.523	0.022	9.255	0.023	8.909	0.027	AAA	222	111	000	0	0
100.27970100	+09.91914300	100.279701	+09.919143	06410712+0955089	14.178	0.032	13.173	0.026	12.575	0.033	AAA	222	111	000	0	0
100.27695700	+09.91886800	100.276957	+09.918868	06410646+0955079	15.970	0.084	14.986	0.057	14.425	0.077	AAA	222	111	000	0	0
100.27806000	+09.92058400	100.278060	+09.920584	06410673+0955141	16.398		15.830	0.128	15.336	0.185	UBC	22	11	0cc	0	0
100.29484500	+09.92831000	100.294845	+09.928310	06411076+0955419	17.183		15.245		14.810	0.122	UUB	662	2	00c	0	0
100.29533000	+09.92732100	100.295330	+09.927321	06411087+0955383	16.583		14.785		13.938	0.065	UUA	662	2	00c	0	0
100.28892700	+09.93559400	100.288927	+09.935594	06410934+0956081	11.907	0.029	10.568	0.029	10.003	0.027	AAA	222	111	000	0	0
100.30509400	+09.91908100	100.305094	+09.919081	06411322+0955086	12.279	0.030	11.571	0.033	11.328	0.030	AAA	222	111	000	0	0
100.30753200	+09.92887200	100.307532	+09.928872	06411380+0955439	11.183	0.024	10.897	0.026	10.817	0.027	AAA	222	111	000	0	0
100.30689200	+09.92696700	100.306892	+09.926967	06411365+0955370	15.995	0.118	15.240	0.140	14.895	0.172	BBC	222	111	ccc	0	0
100.31615200	+09.93183100	100.316152	+09.931831	06411587+0955545	15.632	0.073	14.482	0.050	13.934	0.057	AAA	222	111	000	0	0
100.30491900	+09.94310500	100.304919	+09.943105	06411318+0956351	16.272	0.145	15.210	0.087	14.406	0.084	BAA	222	111	pp0	0	0
100.29989500	+09.94894700	100.299895	+09.948947	06411197+0956562	15.054	0.051	14.493	0.045	14.254	0.080	AAA	222	111	000	0	0
100.26183100	+09.92283100	100.261831	+09.922831	06410283+0955221	14.561	0.035	13.927	0.029	13.615	0.046	AAA	222	111	000	0	0
100.25747200	+09.92918700	100.257472	+09.929187	06410179+0955450	15.923		15.928	0.155	15.436	0.211	UCD	22	11	0cc	0	0
100.27229700	+09.93229600	100.272297	+09.932296	06410535+0955562	15.259	0.049	14.655	0.055	14.379	0.108	AAA	222	111	000	0	0
100.27074500	+09.92877200	100.270745	+09.928772	06410497+0955435	17.452		16.635	0.263	14.975	0.172	UDC	22	11	0cc	0	0
100.27228800	+09.92830200	100.272288	+09.928302	06410534+0955418	15.051	0.046	13.129	0.027	12.219	0.028	AAA	222	111	000	0	0
100.25720700	+09.93094800	100.257207	+09.930948	06410172+0955514	13.279	0.028	12.537	0.027	12.299	0.030	AAA	222	111	000	0	0
100.26476700	+09.92556700	100.264767	+09.925567	06410354+0955320	15.609	0.064	14.402	0.039	13.961	0.056	AAA	222	111	000	0	0
100.25338000	+09.92925900	100.253380	+09.929259	06410081+0955453	17.150	0.241	15.804	0.139	15.354	0.191	DBC	222	111	000	0	0
100.27787500	+09.93644800	100.277875	+09.936448	06410669+0956112	15.273	0.060	14.660	0.058	14.372	0.096	AAA	222	111	000	0	0
100.26401000	+09.94802800	100.264010	+09.948028	06410336+0956529	13.814	0.028	13.193	0.026	13.035	0.035	AAA	222	111	000	0	0
100.27092900	+09.95987400	100.270929	+09.959874	06410502+0957355	18.369		16.360	0.204	14.955	0.148	UDB	22	11	000	0	0
100.28096700	+09.97048700	100.280967	+09.970487	06410743+0958137	17.288		15.595	0.111	14.984	0.136	UBB	22	11	000	0	0
100.28116200	+09.94685900	100.281162	+09.946859	06410747+0956486	17.077		15.169	0.079	13.740	0.060	UAA	22	11	000	0	0
100.29458800	+09.96179300	100.294588	+09.961793	06411070+0957424	13.474	0.026	12.763	0.026	12.508	0.028	AAA	222	111	000	0	0
100.27286500	+09.94817700	100.272865	+09.948177	06410548+0956534	14.408	0.032	13.775	0.032	13.615	0.061	AAA	222	111	000	0	0
100.28719100	+09.94656600	100.287191	+09.946566	06410892+0956476	15.191	0.050	14.601	0.062	14.322	0.090	AAA	222	111	000	0	0
100.35683400	+09.92642300	100.356834	+09.926423	06412564+0955351	15.443	0.069	14.750	0.059	14.607	0.109	AAB	222	111	000	0	0
100.34739500	+09.92477600	100.347395	+09.924776	06412337+0955291	16.836	0.220	15.911	0.158	15.471		DCU	220	110	000	0	0
100.35100200	+09.93589600	100.351002	+09.935896	06412424+0956092	11.979	0.022	11.451	0.024	11.137	0.023	AAA	222	111	000	0	0
100.35092600	+09.92162300	100.350926	+09.921623	06412422+0955178	16.742	0.177	15.998	0.157	15.428	0.193	CCD	222	111	000	0	0
100.34105000	+09.92604900	100.341050	+09.926049	06412185+0955337	13.515	0.026	12.541	0.027	12.137	0.024	AAA	222	111	000	0	0
100.35828600	+09.93967600	100.358286	+09.939676	06412598+0956228	15.333	0.049	14.639	0.055	14.224	0.065	AAA	222	111	000	0	0
100.34817100	+09.94938700	100.348171	+09.949387	06412356+0956577	16.304	0.134	15.245	0.091	14.885	0.140	BAB	222	111	000	0	0
100.33585500	+09.94192100	100.335855	+09.941921	06412060+0956309	16.326	0.126	15.232	0.085	14.890	0.132	BAB	222	111	000	0	0
100.35800200	+09.95689000	100.358002	+09.956890	06412592+0957248	15.779	0.107	14.889	0.064	14.732	0.119	AAB	222	111	000	0	0
100.35807200	+09.95425400	100.358072	+09.954254	06412593+0957153	13.782	0.030	13.160	0.029	12.821	0.029	AAA	222	111	000	0	0
100.35899200	+09.95594300	100.358992	+09.955943	06412615+0957213	15.915	0.096	15.335	0.118	14.923	0.138	ABB	222	111	ccc	0	0
100.31014600	+09.95495800	100.310146	+09.954958	06411443+0957178	16.374	0.138	15.156	0.082	14.884	0.138	BAB	222	111	000	0	0
100.31096300	+09.95730600	100.310963	+09.957306	06411463+0957263	16.892	0.224	16.347	0.209	15.285	0.200	DDC	222	111	000	0	0
100.32949300	+09.93998500	100.329493	+09.939985	06411907+0956239	14.272	0.022	13.013	0.023	12.460	0.019	AAA	222	111	000	0	0
100.33107000	+09.94274000	100.331070	+09.942740	06411945+0956338	15.944	0.091	14.840	0.060	14.423	0.084	AAA	222	111	ccc	0	0
100.32561200	+09.95296200	100.325612	+09.952962	06411814+0957106	16.520	0.171	15.480	0.100	15.084	0.158	CAC	222	111	cc0	0	0
100.32543700	+09.94329500	100.325437	+09.943295	06411810+0956358	10.332	0.022	8.950	0.040	8.370	0.042	AAA	211	111	000	0	0
100.32087400	+09.95335100	100.320874	+09.953351	06411700+0957120	10.480	0.023	10.235	0.024	10.149	0.024	AAA	222	111	000	0	0
100.31868200	+09.96047000	100.318682	+09.960470	06411648+0957376	15.396	0.057	14.280	0.048	13.921	0.057	AAA	222	111	000	0	0
100.31928600	+09.95367600	100.319286	+09.953676	06411662+0957132	14.108	0.093	13.510	0.076	13.282	0.072	AAA	222	111	ccc	0	0
100.33317700	+09.97661200	100.333177	+09.976612	06411996+0958358	15.707	0.091	14.787	0.086	14.358	0.093	AAA	222	111	ccc	0	0
100.33323900	+09.97549800	100.333239	+09.975498	06411997+0958317	14.425		15.826	0.158	13.635		UCU	20	10	0c0	0	0
100.33451400	+09.97488500	100.334514	+09.974885	06412028+0958295	12.877	0.023	12.258	0.024	11.925	0.023	AAA	222	111	000	0	0
100.35791200	+09.96193700	100.357912	+09.961937	06412589+0957429	16.555	0.166	15.614	0.150	14.896		CBU	226	210	c00	0	0
100.35876900	+09.96275700	100.358769	+09.962757	06412610+0957459	16.799	0.187	15.891	0.145	15.323		CBU	226	210	cc0	0	0
100.34954100	+09.98622400	100.349541	+09.986224	06412388+0959104	16.107	0.105	14.466		14.872	0.125	BUB	262	202	c0c	0	0
100.34550800	+09.97444600	100.345508	+09.974446	06412292+0958280	16.474	0.154	15.479	0.098	15.136	0.165	BAC	222	111	000	0	0
100.34875700	+09.98588200	100.348757	+09.985882	06412370+0959091	15.809	0.106	14.440		14.716	0.113	AUB	262	202	c0c	0	0
100.34605500	+09.97788700	100.346055	+09.977887	06412305+0958403	15.096	0.050	14.449	0.049	13.969	0.054	AAA	222	111	000	0	0
100.33925500	+09.97654300	100.339255	+09.976543	06412142+0958355	11.770	0.022	11.248	0.024	11.138	0.021	AAA	222	111	000	0	0
100.34798200	+09.98292600	100.347982	+09.982926	06412351+0958585	15.876	0.090	15.234	0.095	14.916	0.127	AAB	222	111	000	0	0
100.34931000	+09.99099600	100.349310	+09.990996	06412383+0959275	14.435	0.037	13.779	0.033	13.390	0.037	AAA	222	111	000	0	0
100.31138800	+09.97135600	100.311388	+09.971356	06411473+0958168	16.839	0.219	15.573	0.115	15.076	0.155	DBC	222	111	000	0	0
100.29175900	+09.97989300	100.291759	+09.979893	06411002+0958476	17.148	0.264	15.283	0.093	14.625	0.106	DAA	222	111	000	0	0
100.31061300	+09.96775600	100.310613	+09.967756	06411454+0958039	17.148	0.280	15.937	0.188	15.607	0.243	DCD	222	111	000	0	0
100.30316500	+09.96350000	100.303165	+09.963500	06411275+0957486	16.551	0.163	15.870	0.154	15.448	0.242	CBD	222	111	000	0	0
100.30159000	+09.97107200	100.301590	+09.971072	06411238+0958158	16.278	0.137	14.777	0.068	13.979	0.061	BAA	222	111	000	0	0
100.31482700	+09.96293400	100.314827	+09.962934	06411555+0957465	15.730	0.075	14.955	0.075	14.569	0.101	AAA	222	111	000	0	0
100.31746500	+09.97741700	100.317465	+09.977417	06411619+0958387	16.570	0.165	15.560	0.104	15.232	0.184	CBC	222	111	000	0	0
100.33142800	+09.98291200	100.331428	+09.982912	06411954+0958584	16.332	0.145	14.874	0.059	14.276	0.072	BAA	222	111	000	0	0
100.32590500	+09.99921500	100.325905	+09.999215	06411821+0959571	17.194	0.273	15.851	0.138	15.639	0.252	DBD	222	111	000	0	0
100.32776900	+09.99939800	100.327769	+09.999398	06411866+0959578	16.987	0.258	16.187	0.192	15.685	0.261	DCD	222	111	000	0	0
100.32980300	+09.99600400	100.329803	+09.996004	06411915+0959456	15.405	0.073	14.541	0.055	14.055	0.070	AAA	222	111	000	0	0
100.31341100	+09.98531700	100.313411	+09.985317	06411521+0959071	16.598	0.177	15.820	0.139	15.391		CBU	220	110	000	0	0
100.33507500	+09.99867100	100.335075	+09.998671	06412041+0959552	14.305	0.022	13.584	0.030	13.226	0.043	AAA	222	111	000	0	0
100.31439700	+09.99423700	100.314397	+09.994237	06411545+0959392	17.699		16.184		15.031	0.158	UUC	2	1	000	0	0
100.32046200	+09.98774300	100.320462	+09.987743	06411691+0959158	13.693	0.026	13.035	0.027	12.825	0.029	AAA	222	111	000	0	0
100.34422700	+09.98861500	100.344227	+09.988615	06412261+0959190	16.731	0.193	15.744	0.134	15.237	0.166	CBC	222	111	000	0	0
100.34687600	+09.98981800	100.346876	+09.989818	06412325+0959233	14.707	0.046	14.041	0.037	13.643	0.050	AAA	222	111	000	0	0
100.33071000	+10.01334300	100.330710	+10.013343	06411937+1000480	14.425	0.043	13.576	0.027	13.181	0.034	AAA	222	111	000	0	0
100.33739600	+10.00540700	100.337396	+10.005407	06412097+1000194	15.096	0.052	14.548	0.046	14.289	0.084	AAA	222	111	000	0	0
100.33320400	+10.01174800	100.333204	+10.011748	06411996+1000422	15.579	0.082	14.591	0.056	14.113	0.069	AAA	222	111	000	0	0
100.15274500	+09.86756400	100.152745	+09.867564	06403665+0952032	12.733	0.029	11.759	0.027	11.101	0.023	AAA	222	111	000	0	0
100.15504100	+09.88618600	100.155041	+09.886186	06403720+0953102	14.061	0.032	13.018	0.027	12.385	0.027	AAA	222	111	000	0	0
100.16560500	+09.87972100	100.165605	+09.879721	06403974+0952469	16.076	0.092	14.457	0.049	13.699	0.061	AAA	222	111	000	0	0
100.16126700	+09.88712700	100.161267	+09.887127	06403870+0953136	16.267	0.104	14.874	0.067	14.235	0.078	BAA	222	111	000	0	0
100.14393200	+09.88882400	100.143932	+09.888824	06403454+0953197	15.363	0.052	13.883	0.029	13.201	0.043	AAA	222	111	000	0	0
100.18422500	+09.90231200	100.184225	+09.902312	06404421+0954083	16.580	0.175	15.952	0.155	15.467	0.220	CCD	222	111	000	0	0
100.17720100	+09.90259100	100.177201	+09.902591	06404252+0954093	15.198	0.083	14.583	0.065	14.171	0.093	AAA	222	111	000	0	0
100.17785600	+09.90145800	100.177856	+09.901458	06404268+0954052	15.665	0.083	15.096	0.073	14.635	0.109	AAB	222	111	cc0	0	0
100.17141100	+09.88236700	100.171411	+09.882367	06404113+0952565	12.533	0.026	11.774	0.024	11.250	0.019	AAA	222	111	000	0	0
100.17554700	+09.91337400	100.175547	+09.913374	06404213+0954481	15.849	0.088	14.809	0.056	14.398	0.098	AAA	222	111	000	0	0
100.18172200	+09.89704700	100.181722	+09.897047	06404361+0953493	14.222	0.036	13.485	0.029	13.075	0.042	AAA	222	111	ss0	0	0
100.18433700	+09.89427000	100.184337	+09.894270	06404424+0953393	13.786	0.033	13.103	0.036	12.855	0.038	AAA	222	111	000	0	0
100.17759500	+09.89658800	100.177595	+09.896588	06404262+0953477	13.506	0.029	12.830	0.032	12.691	0.042	AAA	222	111	sss	0	0
100.17185900	+09.90857500	100.171859	+09.908575	06404124+0954308	12.886	0.026	11.762	0.023	11.330	0.021	AAA	222	111	000	0	0
100.17051900	+09.90300300	100.170519	+09.903003	06404092+0954108	14.820	0.065	14.090	0.062	13.724	0.055	AAA	222	111	ccc	0	0
100.17233800	+09.90385000	100.172338	+09.903850	06404136+0954138	11.640	0.026	10.951	0.023	10.427	0.024	AAA	222	111	000	0	0
100.15909600	+09.90323000	100.159096	+09.903230	06403818+0954116	15.450	0.060	14.368	0.049	13.777	0.052	AAA	222	111	000	0	0
100.13618500	+09.89578800	100.136185	+09.895788	06403268+0953448	17.385		15.885	0.137	14.520	0.086	UBA	22	11	000	0	0
100.14538600	+09.90199600	100.145386	+09.901996	06403489+0954071	13.740	0.032	13.051	0.024	12.813	0.031	AAA	222	111	000	0	0
100.14107700	+09.89822400	100.141077	+09.898224	06403385+0953536	16.408		15.867	0.134	15.246	0.181	UBC	22	11	0cc	0	0
100.14356400	+09.89816200	100.143564	+09.898162	06403445+0953533	13.162	0.058	12.228	0.060	11.701	0.046	AEA	222	212	c0c	0	0
100.14278600	+09.89892600	100.142786	+09.898926	06403426+0953561	13.449	0.030	12.560	0.026	12.083	0.026	AAA	222	212	ccc	0	0
100.14425600	+09.90800100	100.144256	+09.908001	06403462+0954288	17.661		16.418	0.240	15.074	0.150	UDC	22	11	000	0	0
100.15143300	+09.90754500	100.151433	+09.907545	06403634+0954271	16.595	0.155	14.921	0.064	13.647	0.050	CAA	222	111	000	0	0
100.16837500	+09.91426200	100.168375	+09.914262	06404041+0954513	15.782	0.084	14.672	0.056	14.275	0.078	AAA	222	112	ccc	0	0
100.15192900	+09.92226100	100.151929	+09.922261	06403646+0955201	15.724	0.075	14.888	0.059	14.603	0.091	AAA	222	111	000	0	0
100.16931400	+09.91358100	100.169314	+09.913581	06404063+0954488	15.357	0.079	14.453	0.077	14.147	0.076	AAA	222	112	00c	0	0
100.15609400	+09.92257800	100.156094	+09.922578	06403746+0955212	13.532	0.027	12.811	0.024	12.655	0.029	AAA	222	111	000	0	0
100.15225400	+09.93075600	100.152254	+09.930756	06403654+0955507	15.020	0.044	14.524	0.049	14.304	0.091	AAA	222	111	000	0	0
100.15485500	+09.93137500	100.154855	+09.931375	06403716+0955529	14.611	0.047	14.116	0.052	13.830	0.054	AAA	222	111	000	0	0
100.15622200	+09.91607200	100.156222	+09.916072	06403749+0954578	10.530	0.024	10.216	0.023	10.139	0.023	AAA	222	111	000	0	0
100.15722400	+09.90654400	100.157224	+09.906544	06403773+0954235	16.955		15.825	0.141	15.174	0.175	UBC	22	11	000	0	0
100.15652000	+09.91168000	100.156520	+09.911680	06403756+0954420	16.665	0.156	15.768	0.129	15.209		CBU	220	110	cc0	0	0
100.12913500	+09.91921400	100.129135	+09.919214	06403099+0955091	16.407		15.631	0.122	14.919	0.139	UBB	22	11	000	0	0
100.13397500	+09.93096900	100.133975	+09.930969	06403215+0955514	16.411	0.127	15.624	0.114	15.668	0.269	BBD	222	111	000	0	0
100.13867300	+09.92700500	100.138673	+09.927005	06403328+0955372	13.284	0.026	12.056	0.026	11.551	0.023	AAA	222	111	000	0	0
100.14831300	+09.93576700	100.148313	+09.935767	06403559+0956087	16.768	0.163	15.653	0.122	15.281	0.205	CBC	222	111	000	0	0
100.13210100	+09.93937700	100.132101	+09.939377	06403170+0956217	16.662	0.162	15.419	0.091	14.918	0.148	CAB	222	111	000	0	0
100.14193200	+09.94250700	100.141932	+09.942507	06403406+0956330	15.209	0.047	14.457	0.043	14.143	0.073	AAA	222	111	000	0	0
100.14291900	+09.93969600	100.142919	+09.939696	06403430+0956229	15.202	0.043	14.783	0.060	14.194	0.070	AAA	222	111	000	0	0
100.12545800	+09.95474700	100.125458	+09.954747	06403010+0957170	16.521	0.147	15.349	0.102	14.878	0.123	CAB	222	111	000	0	0
100.18484800	+09.92203100	100.184848	+09.922031	06404436+0955193	13.779	0.036	12.551	0.032	12.091	0.038	AAA	222	111	000	0	0
100.18305200	+09.92135600	100.183052	+09.921356	06404393+0955168	14.249	0.039	12.941	0.030	12.469	0.040	AAA	222	111	000	0	0
100.21594600	+09.91576900	100.215946	+09.915769	06405182+0954567	16.259	0.117	14.963	0.058	14.393	0.088	BAA	222	111	000	0	0
100.20468300	+09.92027600	100.204683	+09.920276	06404912+0955129	14.135	0.035	13.309	0.032	12.927	0.039	AAA	222	111	000	0	0
100.19736100	+09.91001700	100.197361	+09.910017	06404736+0954360	16.536	0.181	15.786	0.139	15.271	0.187	CBC	222	111	c00	0	0
100.19889900	+09.90166200	100.198899	+09.901662	06404773+0954059	15.989	0.095	15.102	0.079	14.719	0.121	AAB	222	111	ccc	0	0
100.19469200	+09.90685500	100.194692	+09.906855	06404672+0954246	12.215	0.026	11.513	0.027	11.286	0.027	AAA	222	111	000	0	0
100.19559000	+09.91769400	100.195590	+09.917694	06404694+0955036	13.340	0.026	12.604	0.027	12.224	0.027	AAA	222	111	000	0	0
100.18846300	+09.92169900	100.188463	+09.921699	06404523+0955181	16.505	0.146	15.485	0.108	15.048	0.161	BAC	222	111	000	0	0
100.20043600	+09.92692300	100.200436	+09.926923	06404810+0955369	14.702	0.049	14.121	0.043	13.709	0.059	AAA	222	111	000	0	0
100.20529100	+09.91196800	100.205291	+09.911968	06404926+0954430	14.743	0.044	14.126	0.037	13.875	0.055	AAA	222	111	000	0	0
100.21080600	+09.91593000	100.210806	+09.915930	06405059+0954573	12.466	0.023	11.688	0.026	11.276	0.027	AAA	222	111	000	0	0
100.20755700	+09.91887900	100.207557	+09.918879	06404981+0955079	15.868	0.098	14.912	0.078	14.398	0.090	AAA	222	111	000	0	0
100.23076400	+09.93733700	100.230764	+09.937337	06405538+0956144	16.613	0.163	15.719	0.121	15.191	0.196	CBC	222	111	ccc	0	0
100.22714600	+09.93572000	100.227146	+09.935720	06405451+0956085	11.625	0.022	10.169	0.026	9.541	0.024	AAA	222	111	000	0	0
100.22582100	+09.93110300	100.225821	+09.931103	06405419+0955519	13.695	0.023	12.936	0.026	12.757	0.031	AAA	222	111	000	0	0
100.22605500	+09.92615900	100.226055	+09.926159	06405425+0955341	14.861	0.041	14.158	0.040	13.755	0.050	AAA	222	111	000	0	0
100.21344200	+09.92315500	100.213442	+09.923155	06405122+0955233	16.142	0.116	15.008	0.075	14.692	0.112	BAB	222	111	000	0	0
100.21192700	+09.93140800	100.211927	+09.931408	06405086+0955530	12.863	0.024	12.187	0.029	11.969	0.024	AAA	222	111	000	0	0
100.21032300	+09.92522100	100.210323	+09.925221	06405047+0955307	15.707	0.079	14.911	0.055	14.561	0.087	AAA	222	111	000	0	0
100.21748100	+09.94536700	100.217481	+09.945367	06405219+0956433	14.156	0.036	13.385	0.036	13.236	0.046	AAA	222	111	000	0	0
100.21836400	+09.94349700	100.218364	+09.943497	06405240+0956365	15.413	0.064	14.239	0.043	13.878	0.053	AAA	222	111	000	0	0
100.22028100	+09.94906400	100.220281	+09.949064	06405286+0956566	16.937	0.233	15.974	0.173	15.369	0.214	DCC	222	111	000	0	0
100.21145100	+09.94506900	100.211451	+09.945069	06405074+0956422	16.270	0.134	15.093	0.080	14.540	0.093	BAA	222	111	000	0	0
100.22580600	+09.93803900	100.225806	+09.938039	06405419+0956169	15.381	0.083	14.788	0.096	14.299	0.124	AAB	222	111	ccc	0	0
100.18470800	+09.93049000	100.184708	+09.930490	06404432+0955497	16.210	0.133	15.705	0.133	15.225	0.220	BBD	222	111	000	0	0
100.18626700	+09.93166800	100.186267	+09.931668	06404470+0955540	15.034	0.054	14.252	0.046	13.985	0.065	AAA	222	111	000	0	0
100.18039800	+09.92209400	100.180398	+09.922094	06404329+0955195	14.892	0.050	14.261	0.041	13.975	0.074	AAA	222	111	000	0	0
100.17693800	+09.92146800	100.176938	+09.921468	06404246+0955172	14.807	0.045	14.086	0.039	13.935	0.072	AAA	222	111	000	0	0
100.17916200	+09.92523600	100.179162	+09.925236	06404299+0955308	16.423	0.142	15.687	0.126	15.521	0.226	BBD	222	111	000	0	0
100.18511800	+09.92772300	100.185118	+09.927723	06404442+0955398	14.817	0.046	14.259	0.032	13.998	0.057	AAA	222	111	000	0	0
100.17432600	+09.92584800	100.174326	+09.925848	06404183+0955330	14.027	0.035	12.447	0.029	11.740	0.031	AAA	222	111	000	0	0
100.17154900	+09.93257300	100.171549	+09.932573	06404117+0955572	16.844	0.192	15.558	0.114	14.962	0.133	CBB	222	111	pp0	0	0
100.17377200	+09.93113700	100.173772	+09.931137	06404170+0955520	16.270	0.124	15.042	0.079	14.805	0.138	BAB	222	111	000	0	0
100.17317600	+09.92150400	100.173176	+09.921504	06404156+0955174	13.349	0.030	12.878	0.032	12.758	0.031	AAA	222	111	000	0	0
100.16547200	+09.93206500	100.165472	+09.932065	06403971+0955554	16.910	0.200	15.895	0.159	14.798	0.124	DCB	222	111	000	0	0
100.16006400	+09.93451600	100.160064	+09.934516	06403841+0956042	16.966	0.226	15.914	0.144	15.268		DBU	220	110	000	0	0
100.17825700	+09.94051600	100.178257	+09.940516	06404278+0956258	16.448	0.160	15.539	0.102	14.996	0.174	CAC	222	111	000	0	0
100.17555300	+09.95002900	100.175553	+09.950029	06404213+0957001	15.705	0.098	15.007	0.076	14.698	0.132	AAB	222	111	000	0	0
100.17139200	+09.94804200	100.171392	+09.948042	06404113+0956529	15.744	0.070	15.300	0.077	15.063	0.145	AAC	222	111	000	0	0
100.17209200	+09.95210000	100.172092	+09.952100	06404130+0957075	15.532	0.075	14.747	0.059	14.299	0.074	AAA	222	111	000	0	0
100.18688000	+09.96229300	100.186880	+09.962293	06404485+0957442	12.262	0.026	11.566	0.026	11.423	0.031	AAA	222	111	000	0	0
100.18670200	+09.94662100	100.186702	+09.946621	06404480+0956478	16.166	0.125	15.460	0.105	15.114	0.159	BAC	222	111	000	0	0
100.18253700	+09.95831400	100.182537	+09.958314	06404380+0957299	15.404	0.061	14.676	0.066	14.538	0.099	AAA	222	111	000	0	0
100.19538000	+09.96554700	100.195380	+09.965547	06404689+0957559	15.839	0.097	15.175	0.090	15.175	0.167	AAC	222	111	00s	0	0
100.19642400	+09.96186400	100.196424	+09.961864	06404714+0957427	12.923	0.023	11.917	0.027	11.531	0.028	AAA	222	111	000	0	0
100.19509100	+09.95154200	100.195091	+09.951542	06404682+0957055	14.867	0.045	14.351	0.049	14.086	0.068	AAA	222	111	000	0	0
100.20505100	+09.96076800	100.205051	+09.960768	06404921+0957387	13.574	0.032	12.738	0.035	12.369	0.035	AAA	222	111	000	0	0
100.20434300	+09.96252100	100.204343	+09.962521	06404904+0957450	13.064	0.040	12.008	0.039	11.615	0.043	AAA	222	111	000	0	0
100.19953600	+09.94687000	100.199536	+09.946870	06404788+0956487	15.919	0.097	15.145	0.067	14.722	0.127	AAB	222	111	000	0	0
100.19867800	+09.95506400	100.198678	+09.955064	06404768+0957182	14.970	0.066	14.259	0.050	14.132	0.072	AAA	222	111	000	0	0
100.20679000	+09.94810200	100.206790	+09.948102	06404962+0956531	13.486	0.028	12.981	0.029	12.819	0.027	AAA	222	111	000	0	0
