OBJECT_ID,RA,DEC,1_mag_0,1_mag_err_0,DATE-OBS_1_mag_0,2_mag_0,2_mag_err_0,DATE-OBS_2_mag_0,3_mag_0,3_mag_err_0,DATE-OBS_3_mag_0,4_mag_1,4_mag_err_1,DATE-OBS_4_mag_1
3326929324446067584,100.24531196288495,9.967257098957349,18.824473,0.14195096,2008-11-01T22:34:49.428,18.698426,0.15430078,2008-11-01T22:34:49.428,18.674673,0.98850144,2008-11-01T22:34:49.428,18.220916,2.6687624,2008-11-01T22:34:49.428
3326741479751304960,100.26476439324931,9.925573337636687,17.273262,0.060286954,2008-11-01T22:34:49.428,17.151114,0.066720711,2008-11-01T22:34:49.428,17.063757,0.23380767,2008-11-01T22:34:49.428,16.980619,0.85524434,2008-11-01T22:34:49.428
3326929324439658112,100.23992744539352,9.970171071683998,15.921425,0.031133737,2008-11-01T22:34:49.428,15.531245,0.030512433,2008-11-01T22:34:49.428,15.076243,0.046607198,2008-11-01T22:34:49.428,14.537944,0.094926871,2008-11-01T22:34:49.428
3326929324446067328,100.24062266959807,9.971161823290078,16.968832,0.051733409,2008-11-01T22:34:49.428,16.639091,0.051800023,2008-11-01T22:34:49.428,16.406588,0.1330598,2008-11-01T22:34:49.428,16.253891,0.44058401,2008-11-01T22:34:49.428
3326741514111044480,100.2722807077613,9.932258037498306,17.385352,0.063836935,2008-11-01T22:34:49.428,16.813575,0.056419763,2008-11-01T22:34:49.428,16.300783,0.1217855,2008-11-01T22:34:49.428,15.741592,0.27689535,2008-11-01T22:34:49.428
3326741685908694528,100.27286130321035,9.94815493776347,16.786451,0.04726986,2008-11-01T22:34:49.428,16.637509,0.051760101,2008-11-01T22:34:49.428,16.337013,0.12552421,2008-11-01T22:34:49.428,15.807345,0.29384548,2008-11-01T22:34:49.428
3326928882059976576,100.21191566110642,9.931380684062376,15.598973,0.026726271,2008-11-01T22:34:49.428,15.601716,0.031542052,2008-11-01T22:34:49.428,15.530494,0.06553043,2008-11-01T22:34:49.428,15.348383,0.19439905,2008-11-01T22:34:49.428
3326741514115569152,100.27230394115364,9.928290508619469,15.369074,0.023985979,2008-11-01T22:34:49.428,15.244786,0.026673409,2008-11-01T22:34:49.428,15.086283,0.046949035,2008-11-01T22:34:49.428,15.182547,0.1676189,2008-11-01T22:34:49.428
3326929500535262464,100.22361998358099,9.966661268844112,16.375644,0.038696684,2008-11-01T22:34:49.428,16.363316,0.045321624,2008-11-01T22:34:49.428,16.284905,0.12018563,2008-11-01T22:34:49.428,16.542675,0.57317536,2008-11-01T22:34:49.428
3326929363096305408,100.26366685525856,9.965250519422682,15.773134,0.029018795,2008-11-01T22:34:49.428,15.77677,0.034259902,2008-11-01T22:34:49.428,15.654858,0.072186326,2008-11-01T22:34:49.428,15.864143,0.30933656,2008-11-01T22:34:49.428
